randomindex,X,system.index,Aridity_Index,Biome,CHELSA_Annual_Mean_Temperature,CHELSA_Annual_Precipitation,CHELSA_Isothermality,CHELSA_Max_Temperature_of_Warmest_Month,CHELSA_Mean_Diurnal_Range,CHELSA_Mean_Temperature_of_Coldest_Quarter,CHELSA_Mean_Temperature_of_Driest_Quarter,CHELSA_Mean_Temperature_of_Warmest_Quarter,CHELSA_Mean_Temperature_of_Wettest_Quarter,CHELSA_Min_Temperature_of_Coldest_Month,CHELSA_Precipitation_Seasonality,CHELSA_Precipitation_of_Coldest_Quarter,CHELSA_Precipitation_of_Driest_Month,CHELSA_Precipitation_of_Driest_Quarter,CHELSA_Precipitation_of_Warmest_Quarter,CHELSA_Precipitation_of_Wettest_Month,CHELSA_Precipitation_of_Wettest_Quarter,CHELSA_Temperature_Annual_Range,CHELSA_Temperature_Seasonality,Depth_to_Water_Table,EarthEnvCloudCover_MODCF_interannualSD,EarthEnvCloudCover_MODCF_intraannualSD,EarthEnvCloudCover_MODCF_meanannual,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,Human_Development_Percentage,Human_Disturbance,LandCoverClass_Cultivated_and_Managed_Vegetation,LandCoverClass_Urban_Builtup,SG_Absolute_depth_to_bedrock,SG_Clay_Content_0_100cm,SG_Coarse_fragments_0_100cm,SG_Sand_Content_0_100cm,SG_Silt_Content_0_100cm,SG_Soil_pH_H2O_0_100cm,WDPA,WorldClim2_SolarRadiation_AnnualMean,WorldClim2_WindSpeed_AnnualMean,cropland,grazing,index,info_coverage,leaf_habit,no_plots,pasture,rangeland,year,.geo,longitude,latitude
2142,6833,000000000000000024cd_0,11558,Boreal forests or taiga,9.160711,833.8324,199.97893,226.16086,90.10117,-164.29631,-164.29631,163.97371,122.04194,-224.39246,35.732086,110,31,110,299.91632,105.96653,306.91632,450.55338,12161.039,0,972,727,6630,0.9114199,-0.4009362,-0.14956644,274,0.27427667,-1.35E-06,4,0.28014645,0,0,0,0,1947.5918,26.230732,17.199678,49.230473,24.534016,50.750767,0,11908.167,3.5083334,0,0,0,1,100,1,0,0,1987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.10416666666667,49.6625]}",-79.10416667,49.6625
2143,7055,00000000000000002ab4_0,15307,Boreal forests or taiga,9.033623,1241.5813,189.63579,207.33527,79.53741,-154.27393,-24.752396,152.48193,152.30098,-212.08678,30.529884,213.8996,61.99969,191.94946,434.86612,164.93306,463.81592,419.42203,11334.844,40.41623,936,681,7132,0.43804526,-0.83618796,-0.39032057,482,0.082888216,4.84E-05,61,5.4174204,0,0.002430216,0,0,884.4711,18.694056,23.530815,50.184597,31.131067,51.151653,0,11851.583,3.4166667,0,0.5663739,0,1,68.27258556,1,0.5663739,0,1988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8125,49.75416666666667]}",-70.8125,49.75416667
2144,8365,00000000000000001607_0,12903,Boreal forests or taiga,34.817795,471.8169,206.68065,176.19235,53.904602,-57.612423,10.497911,137.99301,52.816204,-84.618744,44.49598,104.94978,19,61.966858,148.9836,76.96686,210.93338,260.8111,7434.7397,5.553745,1214,686,6482,0.98842657,0.1516369,0.10351558,110,0.7574296,-2.22E-05,12,0.96344423,0,0,0,0,2959.423,10.21646,11.846502,43.357666,46.21965,55.235348,1,8551.333,2.3333333,0,0,0,1,100,2,0,0,2001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.69583333333333,60.420833333333334]}",-150.6958333,60.42083333
2145,11320,00000000000000000125_0,12525,Temperate broadleaf forests,167.09094,2600.9421,299.82788,249.98831,62.937973,91.19743,91.19743,227.40668,225.44666,40.074604,71.77892,115.851776,31.983765,115.851776,1232.5117,465.47086,1353.4456,209.9137,5041.805,28.076986,1102,1867,6687,0.18944639,-0.75698876,-0.18389063,1423.5,0.14461526,7.03E-05,143,13.192442,0,0.20012212,0,0,1791.0051,27.685095,22.811842,40.724697,31.540134,51.482845,0,16353.5,1.1666666,3.372008,0,0,1,95.19468743,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.07916666666665,27.454166666666666]}",93.07916667,27.45416667
2146,6104,00000000000000002124_0,9902,Tropical grasslands,198.89314,1533.4823,299.5444,307.9197,71.98412,113.200966,149.42319,275.45224,272.39542,67.60767,10.419003,418.86597,107.93369,336.9331,412.84952,146.9663,418.8827,240.31203,6012.1187,5.174164,1215,759,5991,0.7535535,0.33367556,0.21045315,16,0.37176913,1.64E-06,8,0.598227,40,0.4225965,40,0,1901.5394,22.692476,0.3974904,27.43883,49.87134,53.048683,0,16083.667,2.725,49.32276,9.400713,0,1,87.94411402,1,9.400713,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.6125,30.320833333333333]}",-92.6125,30.32083333
2147,12806,00000000000000001c56_0,5059,Tropical coniferous forests,138.63794,980.5837,523.7753,244.278,120.509346,87.741425,131.38376,178.02913,174.45273,14.199648,94.041176,168.43053,5.9997206,22.966017,531.12476,220.16302,659.4883,230.07835,3427.5068,59.18365,1296,1839,4392,0.028265188,0.98326296,-0.032207765,2293,0.01734169,0.000335035,196,15.001648,9,0.14342505,9,0,429.1532,35.334633,26.910812,34.93518,29.748936,58.674232,0,17952.5,2.5416667,1.5131453,0.9518523,0,1,88.74094939,1,0.9518523,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.27083333333333,23.754166666666663]}",-105.2708333,23.75416667
2148,1126,0000000000000000049b_0,14345,Tropical dry broadleaf forests,236.1719,2591.0674,419.91553,293.1056,55.04496,195.60698,224.46402,262.52356,241.16307,162.01979,59.174316,330.77084,42.066868,140.20004,756.4191,463.02243,1283.6289,131.08582,2422.9004,19.047003,1169,920,7496,-0.77766323,-0.628183,0.12443582,551.5,0.05925145,9.56E-05,160.5,14.9447365,0,0.15127544,0,0,1116.547,31.651989,16.20951,40.034718,28.372791,53.450172,0,18326.584,1.75,2.4383192,0,0,0.545454545,77.08333333,1,0,0,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.58749999999998,15.69583333333334]}",107.5875,15.69583333
2149,6791,000000000000000027fa_0,12123,Boreal forests or taiga,8.254571,937.3158,194.30151,222.06448,87.13896,-167.21698,-112.99856,162.46596,119.6456,-226.40837,37.278965,127.03317,36,126,347.0666,122.016716,349.1168,448.47287,12176.348,2.033403,918,789,6878,0.660445,-0.45191526,-0.12690641,290,-0.10500504,-6.34E-05,28,1.7224544,0,0.000236982,0,0,1934.9856,20.608738,14.275098,47.203964,32.000652,51.48368,0,11885.583,3.0916667,0,0.28461763,0,1,100,1,0.28461763,0,1986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.25416666666666,49.9625]}",-76.25416667,49.9625
2150,933,00000000000000000931_0,13680,Tropical dry broadleaf forests,231.37376,3402.9314,404.81635,288.93115,51.981243,191.1383,217.61128,258.95117,235.71681,160.52379,65.18319,517.51874,51.066868,157.15018,839.74744,686.9021,1775.2742,128.40738,2457.836,14.293919,1191,1036,7611,-0.7999097,0.59558606,-0.16668761,632,0.07437118,0.000185223,155.5,12.972553,0,0.20688055,0,0,746.3217,30.971207,17.314697,38.35498,30.582281,51.75765,0,18218.75,1.8416667,4.54218,0,0,0.846153846,94.60981818,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.88749999999999,15.620833333333337]}",107.8875,15.62083333
2151,5013,000000000000000023a8_0,6986,Flooded grasslands,236.12952,1329.1515,373.294,302.36563,58.636127,187.61649,204.57777,276.1667,271.89346,145.28804,67.23971,129,37,115.016716,618.0841,222.03343,636.06744,157.07756,3345.3608,0.3264003,1039,1140,5633,0.25617075,-0.7604208,-0.12303947,7.5,0.061264604,4.20E-06,4,0.23529348,18,0.6409223,8,10,573.8853,10.998585,2.3483293,64.42618,24.476456,68.38323,0,17645.584,3.725,5.491883,0,0,1,100,1,0,0,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.6875,26.0625]}",-81.6875,26.0625
2152,7202,0000000000000000309a_0,16388,Boreal forests or taiga,-9.863906,762.9528,180.49141,189.63347,75.46373,-175.11382,-175.11382,139.84854,139.84854,-228.46806,19.286427,135.05101,43.017002,135.05101,244.06744,82.03345,244.06744,418.1015,11480.176,2.263398,1000,705,6785,0.60302174,0.7853332,0.55987376,494.5,0.5471077,-0.00010689,18.5,1.6970294,0,0,0,0,658.70233,16.011206,17.635685,49.922924,34.032715,53.57736,0,11012.417,3.3583333,0,0.3439972,0,1,100,3,0.3439972,0,1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.954166666666666,51.920833333333334]}",-63.95416667,51.92083333
2153,10818,00000000000000002841_0,11275,Temperate broadleaf forests,52.797123,843.3008,207.24022,247.78719,84.63001,-101.764145,-101.764145,191.83829,191.83829,-160.5796,13.81965,164.23367,53.066833,164.23367,247.45018,83.150154,247.45018,408.36676,10885.536,5.412422,927,526,6705,-0.6612491,0.48302937,0.2663378,191.5,-0.42907226,-2.40E-05,20,1.587163,0,0.26091468,0,0,925.5915,13.486273,11.433069,53.709583,32.722736,54.83537,0,12457.167,2.6416667,1.5716451,0.5519316,0,1,70.86541963,1,0.5519316,0,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.12916666666666,46.145833333333336]}",-76.12916667,46.14583333
2154,13887,00000000000000003767_0,16409,Tropical moist broadleaf forests,249.30249,2277.2046,477.0817,315.142,55.633587,234.43365,251.51701,265.60428,237.45079,198.52971,63.184505,921.38446,13,64.03318,197.01738,347.08414,1008.30194,116.61229,1024.1758,2.0780122,978,1901,6668,-0.0372919,-0.9600204,-0.6939951,238,-0.0931085,1.62E-05,25,2.1972075,0,0.18089774,0,0,9471.206,30.022488,30.94431,51.90969,17.989674,51.496212,0,16400.5,1.55,5.0421414,8.087036,0,1,100,1,8.087036,0,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-10.679166666666674,7.829166666666666]}",-10.67916667,7.829166667
2155,12700,00000000000000001b77_0,6483,Tropical coniferous forests,130.15544,1062.646,498.18445,243.47546,121.16763,73.60445,122.4214,174.44582,170.11444,0.25705057,72.57595,225.18556,15.000279,53.000557,565.358,213.17012,589.4107,243.21841,3820.6533,9.553542,1317,2107,4520,-0.9331902,-0.07928391,-0.02358067,2398.5,-0.7071295,0.000324186,182,14.618373,0,0.11930726,0,0,24.134651,37.93833,24.986633,33.995083,28.109816,57.903755,0,17736,2.7916667,0.28504506,0,0,1,90.91321188,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.07083333333334,24.9375]}",-106.0708333,24.9375
2156,3272,00000000000000000c2d_0,15268,Tropical moist broadleaf forests,199.2056,2968.6667,439.4236,252.7846,53.553883,163.09457,187.03108,223.20125,203.65015,130.91127,69.36643,408.10092,38.03333,140.06729,688.7895,620.08417,1628.8873,121.87333,2177.828,12.458741,913,877,8411,0.9899878,0.0235401,0.004166619,1224,-0.01784757,-0.000153715,209,20.385872,0,0.17753376,0,0,1023.5629,29.464668,20.159092,41.57763,29.004581,51.004883,0,17983.584,1.9166666,0.8310642,0,0,0.75862069,87.76252909,1,0,0,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.03750000000002,15.1875]}",108.0375,15.1875
2157,3355,00000000000000000d86_0,12036,Tropical moist broadleaf forests,233.45804,2650.3608,406.37833,288.24188,49.639553,194.86754,219.95905,259.53308,223.39555,166.09077,82.0438,470.25723,38.932762,130.7983,486.78082,623.90436,1724.0151,122.15109,2351.7212,11.4096155,1183,1220,7565,-0.19057685,0.91528296,-0.4407239,610.5,-0.03232137,2.47E-06,109.5,9.819897,20,0.20388782,20,0,1229.0344,31.94987,15.478444,38.9784,29.109892,54.979137,0,18446.584,1.7916666,2.9027421,0,0,0.692307692,94.94670105,1,0,0,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.26249999999999,15.1875]}",108.2625,15.1875
2158,5389,000000000000000012a0_0,2849,Tropical grasslands,204.41881,602.88275,403.9967,318.96802,101.57806,123.3562,167.0808,271.30902,271.30902,67.535126,34.31445,107.933235,29.99972,90.999435,237.99944,82.99972,237.99944,251.43289,5374.3525,8.824332,1315,890,3987,0.707106,-0.16877018,-0.030750241,216.5,0.12323598,-1.55E-06,3,0.2187583,0,0.10030665,0,0,3159.883,24.578487,6.6588416,65.20529,10.188239,64.45776,0,18830.584,2.4916668,1.2419807,53.47445,0,1,100,1,0,53.47445,2002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.0625,-28.295833333333334]}",150.0625,-28.29583333
2159,7000,0000000000000000297f_0,15792,Boreal forests or taiga,-1.7883873,1120.4774,188.49635,200.40584,80.886444,-170.07608,-115.30918,144.89952,144.89952,-228.70831,28.804117,190.7658,58.93308,188.79924,413.3816,146.76608,413.3816,429.1142,11631.683,22.202295,1046,815,7371,0.1476683,-0.85848415,-0.2705217,573.5,-0.12845157,-9.27E-05,32,1.6807566,0,0.0071261,0,0,693.367,19.523922,25.119617,51.121124,29.293623,52.152935,0,11750.667,2.9916666,0,0.23870362,0,1,94.67191733,1,0.23870362,0,1988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.02083333333333,50.12916666666667]}",-72.02083333,50.12916667
2160,642,00000000000000000551_0,13741,Tropical dry broadleaf forests,240.12411,3030.252,406.83704,298.0608,53.331135,198.86143,227.13715,267.82788,228.8505,166.97346,74.00868,525.35815,56.86621,173.59843,584.95575,694.97253,1779.2872,131.08731,2494.983,9.059455,1329,911,7266,0.79941475,-0.17330092,-0.021962907,464,0.053521246,-9.27E-05,191,16.501188,0,0.17052348,0,0,69.729065,30.214775,18.200363,39.801704,30.021091,51.81813,0,18381,1.75,6.3840613,0,0,0.913043478,87.0634919,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.66250000000002,15.770833333333329]}",107.6625,15.77083333
2161,757,00000000000000000732_0,13196,Tropical dry broadleaf forests,240.81104,2945.983,420.24826,297.60242,54.81748,200.34314,228.93518,267.10242,230.02463,167.16159,71.59936,470.37488,47.932133,153.7303,668.4962,652.02094,1692.5355,130.44081,2417.093,19.53138,1215,1039,7379,0.23739484,0.8356417,-0.4649006,443,0.008677818,-0.000485547,126,10.271479,16,0.18526484,16,0,783.8966,33.431522,14.776497,37.11824,29.419474,53.485844,0,18410,1.7083333,2.5088825,0,0,0.724137931,95.1929181,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.77083333333331,15.512500000000003]}",107.7708333,15.5125
2162,14990,00000000000000003781_0,16276,Tropical moist broadleaf forests,246.505,2449.3303,478.46036,311.97037,55.645966,231.75525,248.65347,262.58875,234.69795,195.66818,63.19982,1036.177,14.966538,73.84947,212.69794,377.41364,1110.1919,116.302155,1013.4536,44.87356,953,1957,6687,0.9068241,-0.12922034,-0.032528453,294,0.09550107,0.00016383,55,4.4771423,0,0.18695539,0,0,10977.716,30.628668,22.59255,51.34015,18.121113,50.364586,0,16418.75,1.6083333,0.20251115,0.98176485,0,0.666666667,100,1,0.98176485,0,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-10.645833333333343,7.82083333333334]}",-10.64583333,7.820833333
2163,6531,000000000000000029ee_0,11918,Boreal forests or taiga,36.96248,912.3527,194.8267,233.11565,81.53497,-125.02557,-72.536804,179.78886,179.10472,-185.38434,26.270737,161.88376,50.966827,154.88347,310.83414,113.933655,313.7681,418.5,11284.109,5.086342,957,749,6393,0.3707103,0.2677203,0.238839,111,0.20395704,5.39E-05,10,0.8294103,0,0.4906018,0,0,1284.7876,19.123205,13.670017,49.965034,30.784588,53.662045,0,12218.333,3.375,35.17241,8.287768,0,1,68.93518757,1,8.287768,0,1982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.67916666666667,48.59583333333333]}",-71.67916667,48.59583333
2164,7659,00000000000000000fda_0,4179,Boreal forests or taiga,-119.16908,286.1324,116.99191,186.6277,68.32574,-370.80228,-153.05579,134.10088,134.10088,-397.39346,74.48247,38,7,23,171.06592,64.01646,171.06592,584.0212,19048.71,2.704142,1472,912,4895,-0.9260776,-0.36180127,0.23473524,879,0.27740204,-1.87E-05,54.5,5.178565,0,0.007821767,0,0,315.4436,13.422838,17.017136,48.670303,37.912895,54.464973,0,10705.667,1.275,0,0,0,1,87.45597739,4,0,0,1996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.9875,63.35416666666667]}",142.9875,63.35416667
2165,3566,0000000000000000351d_0,13920,Tropical moist broadleaf forests,245.19069,2341.07,417.26443,275.11884,25.744516,226.9791,231.53304,259.7293,255.72102,213.42056,16.491821,545.9345,142.0168,445.01724,678.0505,245.01683,722.9848,61.698303,1187.471,40.13633,1204,303,5608,-0.2610175,0.40580675,0.30630723,162.5,0.043704994,3.69E-05,25.5,1.7034038,0,0.07558297,0,0,2568.0286,34.72609,5.0569897,44.659985,20.650106,50.085396,0,16757.5,2.3416667,2.874876,2.94867,0,0.903333333,87.35047246,1,2.94867,0,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.07916666666668,-14.495833333333337]}",-39.07916667,-14.49583333
2166,8063,00000000000000001bca_0,5499,Boreal forests or taiga,13.924052,441.35025,207.88847,226.78508,89.94001,-158.96185,-146.05553,166.567,165.72754,-205.85077,52.577812,67.01674,15.016736,51.03347,187.15005,75.05021,217.15062,432.63586,12115.323,7.848773,1196,545,5754,-0.61035234,-0.7920222,-0.49151328,527,-0.2980195,3.09E-05,13,0.9746629,0,0.033326596,0,0,2569.3691,23.157103,12.345016,50.209732,26.604149,63.923443,0,12431,3.325,0.75211036,1.1713526,0,1,100,1,1.1713526,0,1999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.92083333333333,53.6625]}",-105.9208333,53.6625
2167,9575,000000000000000026aa_0,11972,Boreal forests or taiga,3.0422616,859.10406,195.81184,220.25867,88.62204,-174.20326,-174.20326,158.14194,158.14194,-232.32907,37.057144,114.15024,32.03345,114.15024,319.4181,114.15051,319.4181,452.58774,12284.892,0,963,839,6771,-0.31536764,-0.81070125,-0.5235419,252.5,-0.17825295,-7.89E-06,9,0.79051393,0,5.29E-06,0,0,1436.2083,26.049673,14.375332,47.59075,26.403435,49.066837,0,11763.917,3.4666667,0.10912577,0.42688397,0,1,100,1,0.42688397,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.67916666666667,50.4125]}",-77.67916667,50.4125
2168,3569,00000000000000003520_0,13867,Tropical moist broadleaf forests,245.64879,2378.7256,416.00446,275.3326,25.454607,227.4579,232.08223,260.12775,256.15506,214.14433,16.491278,552.93524,144.96744,452.91876,688.9188,248.96747,734.90295,61.188286,1185.9092,37.947628,1244,345,5405,0.3206102,0.63407636,0.42231715,151,0.27221772,-4.19E-05,18,1.5837301,0,0.15921217,0,0,2158.7505,31.832396,4.736614,48.00815,20.320318,50.703854,0,16782.416,2.35,2.874876,2.94867,0,0.980861244,93.38266963,1,2.94867,0,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.070833333333326,-14.495833333333337]}",-39.07083333,-14.49583333
2169,8779,00000000000000001ecc_0,7585,Boreal forests or taiga,-30.4086,527.1327,178.63486,214.7694,86.64228,-226.08379,-215.12314,150.54529,150.54529,-270.2551,53.00707,62,15,50,245.06609,85.033165,245.06609,485.0245,13866.703,0,1150,1081,5554,-0.86107755,-0.30725092,-0.17413859,247,-0.43867218,-1.27E-05,6.5,0.57706916,0,0,0,0,162.3389,28.68981,13.276991,38.032734,33.246017,56.547386,0,11365.5,3.975,0,0.08955371,0,1,100,1,0.08955371,0,2004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.40416666666667,56.59583333333333]}",-97.40416667,56.59583333
2170,9319,000000000000000038e9_0,19602,Boreal forests or taiga,65.82822,1371.8489,212.54239,187.14735,46.970985,-11.020954,34.707493,151.66017,45.215225,-33.84846,29.633516,300.58316,64.08341,219.33339,357.88235,170.35017,505.08292,220.99583,6028.456,0,1192,654,6626,-0.7554515,0.4039506,0.26000208,229.5,0.25959694,-0.000240249,26.5,2.1140819,0,0.11934729,0,0,731.1289,11.583741,18.808212,57.786278,30.66921,49.538376,0,9314.25,3.8166666,0,0,0,1,100,1,0,0,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.162499999999994,58.420833333333334]}",8.1625,58.42083333
2171,7419,000000000000000026cf_0,11289,Boreal forests or taiga,-4.433737,826.04834,191.6395,211.09981,86.11723,-184.05406,-129.64517,149.50421,110.16404,-238.27118,40.578594,103.04936,30.016455,101.98358,298.99948,109.99974,315.9992,449.37097,12313.75,1.1242079,1037,794,6888,-0.9906701,-0.093739,-0.090851694,244.5,-0.87090003,2.52E-06,11.5,1.100502,0,5.29E-06,0,0,1488.1218,23.16317,18.077875,48.48751,28.405098,51.274277,0,11648.5,3.4583333,0,0,0,1,96.19422667,1,0,0,1990,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.59583333333333,51.22083333333333]}",-77.59583333,51.22083333
2172,14886,000000000000000007a4_0,12845,Tropical dry broadleaf forests,247.89197,3082.69,398.5994,306.37698,52.26137,206.08372,234.24698,276.40128,236.34651,175.2642,81.90869,582.577,48.899364,153.69818,541.34753,754.34296,1983.4303,131.11276,2543.9548,113.87869,1354,949,7066,0.59275013,0.6694579,-0.029253332,313,0.022457665,0.000213282,213.5,17.657675,16,0.149303,16,0,573.69934,32.31917,17.806957,39.021427,28.608843,54.250736,0,18426.416,1.725,10.216823,0,0,0.666666667,97.317845,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.77916666666664,15.729166666666671]}",107.7791667,15.72916667
2173,11470,00000000000000001423_0,27590,Temperate broadleaf forests,117.692924,5281.887,340.12247,191.6686,48.2532,74.877174,74.877174,162.11978,106.59753,49.798523,14.306604,1016.8044,332.93466,1016.8044,1251.7378,520.85175,1510.6222,141.87007,3063.2744,27.226538,1090,520,5647,0.90042603,-0.4323676,-0.1461327,98,0.01544202,-2.36E-05,43.5,3.3956192,0,0.007451943,0,0,2847.1152,23.468548,30.199598,48.208054,28.38652,52.774467,0,14296.5,4.758333,0,0,0,1,100,1,0,0,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.8625,-43.42083333333332]}",169.8625,-43.42083333
2174,5222,00000000000000002064_0,8912,Tropical grasslands,207.20609,1439.0333,272.07858,312.71744,62.32519,124.14251,191.38235,282.21268,261.94397,83.64693,16.007904,367.0501,86.016426,269.98355,366.93365,152.98328,431.94983,229.07053,5858.5415,2.1929994,1094,680,6012,0.8540799,-0.2296181,-0.03084861,15,0.15404506,-1.75E-05,4.5,0.2209244,0,0.3165866,0,0,2683.5923,25.210464,0.012460704,39.155174,35.697468,53.58822,0,16061.75,3.5166667,21.958025,24.363594,0,1,75.03634477,3,0,24.363594,1975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.3125,29.9375]}",-94.3125,29.9375
2175,4517,0000000000000000020c_0,19790,Tropical moist broadleaf forests,193.65025,2628.4543,447.7988,246.98741,56.42346,156.95505,166.2404,217.23068,198.76434,120.98544,59.154743,310.86325,59.96611,194.91476,671.4257,512.6276,1382.7677,126.001976,2170.3586,64.8,875,720,8469,0.74911654,0.2615704,0.11254959,1288,0.001759416,0.000678753,179.5,15.368952,0,0.1858329,0,0,657.6959,32.935352,12.906121,37.010464,30.06553,52.276024,0,17810.166,2.075,3.0507777,1.261781,0,0.75,88.9313275,1,1.261781,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.28750000000002,15.770833333333329]}",107.2875,15.77083333
2176,6256,0000000000000000188a_0,3600,Temperate grasslands,97.019844,413.77765,308.72177,288.41147,101.75606,-8.408279,214.37169,214.37169,4.411223,-41.19294,41.670918,169.31435,13.0164175,45.082645,45.082645,59.11594,170.34778,329.6044,7895.8623,4.1217213,1138,1940,5417,0.17012957,-0.8574814,-0.53922033,659,0.09785318,-0.000170058,20,1.2891768,35,0.25689575,35,0,1840.1458,15.868435,3.6555939,29.902197,54.135654,69.179794,0,13611.417,2.8583333,65.87964,22.278656,0,1,100,1,22.278656,0,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.42916666666667,47.25416666666667]}",-117.4291667,47.25416667
2177,3698,0000000000000000339f_0,14621,Tropical moist broadleaf forests,167.65149,1915.6971,455.2408,242.96254,73.79064,124.543846,131.10703,207.0975,207.0975,80.87112,22.266539,411.69794,110.78259,368.9152,661.0828,227.68332,661.0828,162.09143,3029.0894,24.119911,963,1033,7285,0.7502194,0.530177,0.08609574,891.5,0.15972319,9.55E-05,39.5,2.8470683,0,0.12831955,0,0,1037.4357,49.320732,2.7975478,25.563633,25.234543,48.64222,0,13340.25,1.9416666,3.0957758,0,0,0.966666667,88.41491793,4,0,0,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.49583333333334,-26.637500000000003]}",-49.49583333,-26.6375
2178,196,000000000000000034b4_0,9194,Tropical grasslands,220.1406,1352.334,558.136,281.35788,83.62018,183.24489,194.31964,244.07155,241.05283,131.53743,58.58007,107.23373,31.066858,95.233475,604.484,223.51674,649.5168,149.82043,2223.7935,17.04781,1156,1772,5483,-0.94272214,-0.11921099,-0.0358297,543.5,0.23577328,-4.71E-05,36,3.0483189,100,0.34054926,100,0,399.8429,35.573948,0.65374106,53.942184,10.446403,52.175636,0,15069.667,1.9583334,42.155556,52.80682,0,0.85106383,64.55777641,1,52.80682,0,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.76249999999999,-22.59583333333333]}",-47.7625,-22.59583333
2179,8690,00000000000000001f19_0,7015,Boreal forests or taiga,-13.482421,526.83484,182.80469,229.2846,89.08869,-211.59796,-199.89241,164.78915,164.78915,-258.05893,50.0609,67.983574,17.983574,56.967148,235.95071,83.983574,235.95071,487.34354,13808.035,2.533011,1235,867,5454,0.9594129,0.13958074,0.04355652,223.5,0.53691936,2.42E-05,7,0.6770185,0,0,0,0,2.6393762,40.01322,9.270103,25.373919,34.615417,58.113052,0,11732.333,3.8833332,0,0.006850486,0,1,100,1,0.006850486,0,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.80416666666667,55.00416666666667]}",-96.80416667,55.00416667
2180,11469,00000000000000001422_0,32751,Temperate broadleaf forests,120.57977,4398.441,346.42786,196.98799,50.850792,76.38707,76.38707,165.9134,109.82468,50.201893,13.675412,858.4229,282.46857,858.4229,1038.0258,432.87106,1242.5453,146.78609,3141.4524,6.51099,953,746,6478,-0.44087017,-0.8687608,-0.6376356,46,-0.28216708,7.06E-06,12,0.9854339,0,0.012526657,0,0,2304.6306,20.106922,32.99433,49.50364,30.396997,53.02889,0,14112.417,4.95,0,0,0,1,99.37373737,1,0,0,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.8625,-43.49583333333334]}",169.8625,-43.49583333
2181,13088,00000000000000000896_0,12979,Tropical dry broadleaf forests,243.94528,2925.6123,401.00845,302.0616,52.245483,202.575,230.35109,272.12234,248.26834,171.77626,66.82812,452.82416,36.13335,111.467186,694.0441,578.45996,1538.711,130.28532,2515.6904,122.168106,1204,951,7419,0.4833637,-0.84192336,-0.21583554,408,0.11145294,0.000123172,173,15.707177,35,0.18088657,35,0,57.80886,32.332367,18.04133,38.43114,29.278908,52.41518,0,18316.834,1.8,4.54218,0,0,1,99.21087125,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.8458333333333,15.654166666666669]}",107.8458333,15.65416667
